county_name,crime_rate_per_100000,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY,State
Audubon ,68.10829218,801,6057,2155,2,1,100.0,4,23,0,0,0,4,7,15,1,0,5873,19,9,IA
Nuckolls ,67.98096533,1735,4509,4509,3,3,71.7454,3,21,0,0,0,3,6,15,0,0,4413,31,129,NE
Washington ,67.72018183,1408,242415,242827,10,11,100.0,167,5860,2,39,25,101,926,4657,277,36,246603,27,163,MN
Trempealeau ,67.60868095,3143,29075,27504,9,8,100.0,20,298,0,11,2,7,68,221,9,0,29582,55,121,WI
Adams ,67.60362925,2067,28454,24175,6,4,90.0372,19,547,0,3,3,13,234,296,17,2,28105,39,1,OH
Ascension ,67.31181104,1124,110635,110635,3,3,99.7823,77,3495,0,23,53,1,733,2723,40,2,114393,22,5,LA
Moultrie ,67.22237161,672,14018,10395,4,4,98.9161,10,110,0,2,0,8,32,76,2,0,14876,17,139,IL
Hamlin ,67.10283509,2416,6045,6045,2,2,100.0,4,48,0,1,0,3,17,29,2,0,5961,46,57,SD
Pendleton ,66.92544505,3062,7673,0,5,2,100.0,5,52,0,0,0,5,36,13,3,1,7471,54,71,WV
Adair ,66.91648822,797,7556,7556,1,1,100.0,5,72,0,0,0,5,28,39,5,1,7472,19,1,IA
Jefferson ,66.87969087,583,26479,26479,2,2,100.0,18,165,0,5,0,13,33,121,11,0,26914,16,51,ID
Litchfield ,66.87209775,314,118014,118014,7,6,100.0,125,2366,2,38,19,66,386,1877,103,8,186924,9,5,CT
Somerset ,66.85118805,1810,326493,326493,24,22,99.9149,221,4483,2,16,111,93,1028,3254,201,14,330585,34,35,NJ
Tishomingo ,66.5676686,1485,19645,19645,2,2,100.0,13,110,1,4,1,7,48,55,7,1,19529,28,141,MS
Woods ,66.36434023,2230,8829,8829,3,3,100.0,6,107,0,0,0,6,20,83,4,1,9041,40,151,OK
Houghton ,66.25258799,1273,36665,36665,8,8,99.5413,24,489,0,11,1,12,76,403,10,2,36225,26,61,MI
Ashland ,65.9842015,2069,53204,52284,5,3,100.0,35,1119,0,15,4,16,316,785,18,4,53043,39,5,OH
Marquette ,65.89351608,3120,15479,15479,6,6,99.7464,10,226,0,1,1,8,54,154,18,5,15176,55,77,WI
Osage ,65.75102279,1573,13735,13735,2,2,100.0,9,140,0,1,0,8,59,61,20,0,13688,29,151,MO
Grundy ,65.70040615,634,49570,49136,6,9,100.0,33,1013,1,4,1,27,162,843,8,12,50228,17,63,IL
Clay ,65.68144499,423,3144,2047,2,1,100.0,2,2,0,0,0,2,2,0,0,0,3045,13,61,GA
Tioga ,65.68079135,1902,51319,51319,8,4,100.0,33,586,0,0,7,26,148,423,15,0,50243,36,107,NY
Hot Spring ,65.67164179,142,33006,10346,3,1,91.6667,22,142,0,5,4,12,39,96,7,2,33500,5,59,AR
Hancock ,65.66538596,734,73378,70750,4,4,100.0,47,767,1,6,16,24,190,536,41,2,71575,18,59,IN
Fluvanna ,65.44250683,2882,26348,26348,2,2,100.0,17,209,0,3,0,14,57,145,7,4,25977,51,65,VA
Holmes ,65.11829824,1440,18859,1699,5,1,100.0,12,22,1,0,0,11,15,5,2,0,18428,28,51,MS
Meade ,65.04621705,1083,29637,29637,4,3,100.0,19,224,0,3,4,12,111,98,16,1,29210,21,163,KY
Middlesex ,65.04367218,2909,10974,10974,2,2,100.0,7,55,0,4,0,3,19,35,1,0,10762,51,119,VA
Grundy ,64.96670456,834,12507,12507,2,2,100.0,8,73,0,0,0,8,13,57,3,1,12314,19,75,IA
Chickasaw ,64.92979466,815,12497,12497,2,2,100.0,8,76,1,1,0,6,28,45,3,0,12321,19,37,IA
Miami ,64.77247460000001,2121,101865,102851,5,7,100.0,67,2979,1,17,35,13,561,2340,78,20,103439,39,109,OH
Carroll ,64.72169670000001,712,20094,20094,3,3,57.1812,13,328,0,3,1,9,95,206,27,0,20086,18,15,IN
Matanuska-Susitna ,64.08101521,82,14386,14386,2,2,100.0,61,616,0,4,8,49,77,511,28,8,95192,2,170,AK
Harrison ,64.01229036,2100,15726,15409,4,3,98.1288,10,186,0,5,1,4,61,112,13,0,15622,39,67,OH
Rowan ,63.75653504,1104,23642,23642,4,3,100.0,15,304,0,6,4,5,66,228,10,1,23527,21,205,KY
Moore ,63.48198699,2519,6464,6464,1,1,100.0,4,89,0,0,0,4,20,65,4,0,6301,47,127,TN
Pike ,63.45401347,2132,28626,28626,2,2,100.0,18,417,3,3,5,7,88,310,19,6,28367,39,131,OH
Lee ,63.27630654,1455,82931,44739,5,3,97.2358,54,794,0,3,7,44,299,464,31,20,85340,28,81,MS
Hickman ,63.22444679,1054,4796,4796,3,2,100.0,3,31,0,0,0,2,11,17,4,0,4745,21,105,KY
Wright ,63.04973924,1412,127193,127248,3,4,100.0,81,2331,0,12,8,61,233,2016,82,10,128470,27,171,MN
Carver ,62.78646324,1336,93232,93232,2,2,100.0,60,1088,1,21,7,31,162,901,25,7,95562,27,19,MN
Tattnall ,62.68118781,525,25962,20349,5,2,100.0,16,409,0,2,2,12,129,246,34,0,25526,13,267,GA
Throckmorton ,62.5,2774,1633,1633,1,1,100.0,1,5,0,0,0,1,1,4,0,0,1600,48,447,TX
Casey ,62.23937263,1024,15949,15949,3,2,100.0,10,106,0,1,3,4,56,46,4,1,16067,21,45,KY
Windham ,62.07271862,319,42816,42816,5,4,100.0,73,829,0,11,21,41,194,561,74,8,117604,9,15,CT
Amite ,62.02031165,1417,13092,958,2,1,75.0,8,4,1,0,1,5,1,1,1,0,12899,28,5,MS
Newton ,62.00396825,163,8295,8295,1,1,41.6667,5,19,0,5,0,0,12,7,0,0,8064,5,101,AR
Antelope ,61.95786865,1672,6665,5071,3,2,100.0,4,14,2,0,0,2,4,10,0,0,6456,31,3,NE
Waukesha ,61.95362111,3149,391832,350000,21,19,100.0,244,5004,4,38,48,154,746,4143,115,2,393843,55,133,WI
Pike ,61.81164307,507,17940,17570,3,2,100.0,11,114,0,3,2,6,44,69,1,0,17796,13,231,GA
Dubois ,61.37721017,723,42331,21313,4,3,100.0,26,266,0,2,0,24,42,210,14,0,42361,18,37,IN
Washington ,60.98575151,2341,126441,126441,12,10,100.0,77,2041,1,14,14,48,346,1627,68,10,126259,44,9,RI
Scotland ,60.96321886,1596,4837,4837,2,2,100.0,3,83,0,0,0,3,24,57,2,0,4921,29,199,MO
De Witt ,60.90133983,622,16586,7302,3,1,100.0,10,55,0,1,1,8,13,42,0,1,16420,17,39,IL
Burt ,60.84575601,1681,6850,5116,4,3,93.0528,4,35,0,0,0,4,11,22,2,0,6574,31,21,NE
McDuffie ,60.28286575,487,21904,15117,4,1,100.0,13,283,1,1,1,10,107,161,15,0,21565,13,189,GA
Hudspeth ,60.27727547,2665,3474,3474,1,1,100.0,2,30,0,0,0,2,11,18,1,0,3318,48,229,TX
Webster ,60.07810153,1492,10341,2217,2,1,100.0,6,35,0,0,1,5,13,21,1,0,9987,28,155,MS
Lincoln ,59.89980396,3166,18334,17235,6,4,97.8358,11,131,0,0,0,11,38,89,4,1,18364,56,23,WY
Breckinridge ,59.88023952,1015,20307,20307,5,4,100.0,12,73,0,6,1,6,37,26,9,2,20040,21,27,KY
Addison ,59.79723302,2836,36717,36717,5,5,100.0,22,556,0,4,2,16,183,356,17,3,36791,50,1,VT
Schoharie ,59.66587112,1896,32754,32754,8,5,100.0,19,478,0,6,1,12,133,333,12,0,31844,36,95,NY
Treutlen ,59.59475566,533,6898,3778,2,1,100.0,4,76,0,0,0,4,26,50,0,0,6712,13,283,GA
Ringgold ,59.14826498,876,5139,5139,1,1,75.0,3,9,0,0,0,3,3,7,0,0,5072,19,159,IA
Garrard ,59.11912504,1041,16928,16928,4,2,100.0,10,158,0,1,1,7,69,82,6,3,16915,21,79,KY
Lewis ,59.10165485,1553,10174,10174,3,3,100.0,6,126,0,1,1,4,35,80,11,1,10152,29,111,MO
Washakie ,59.08070424,3176,8610,8610,2,2,100.0,5,47,0,0,0,5,2,44,1,0,8463,56,43,WY
Custer ,59.04581956,2404,8432,8432,2,2,100.0,5,33,0,1,0,4,8,21,4,0,8468,46,33,SD
Cumberland ,58.918839299999995,1030,6849,6849,3,2,100.0,4,50,0,1,1,2,32,14,4,0,6789,21,57,KY
Brunswick ,58.91710364,2863,17394,17394,3,3,100.0,10,148,0,1,2,7,56,79,13,1,16973,51,25,VA
Noble ,58.86062645,761,47702,47702,5,5,93.756,28,647,0,7,2,19,145,486,15,1,47570,18,113,IN
Orange ,58.79301401,2844,28987,28987,5,5,100.0,17,448,1,7,1,8,192,238,18,10,28915,50,17,VT
Hanson ,58.73715125,2418,3414,3414,1,1,100.0,2,3,0,1,0,1,1,2,0,0,3405,46,61,SD
Woodford ,58.56440812,704,39054,34134,8,7,100.0,23,384,0,3,1,19,66,308,10,1,39273,17,203,IL
McCone ,58.51375073,1640,1723,1723,1,1,100.0,1,5,1,0,0,0,0,5,0,1,1709,30,55,MT
Jackson ,58.47953216,1358,10267,10267,2,2,100.0,6,101,0,0,1,5,14,84,3,0,10260,27,63,MN
Teton ,58.39416058,598,10235,10235,1,1,100.0,6,56,0,2,0,4,26,29,1,0,10275,16,81,ID
Johnson ,58.32037325,1719,5247,5247,2,2,100.0,3,23,0,0,0,3,1,20,2,0,5144,31,97,NE
Parke ,58.13277526,765,17291,17291,2,2,100.0,10,37,0,2,1,7,17,19,1,1,17202,18,121,IN
Green Lake ,58.01993776,3105,19232,17924,5,4,100.0,11,331,0,3,1,7,50,270,11,2,18959,55,47,WI
Juab ,57.98221879,2817,10475,10475,2,2,100.0,6,182,0,2,0,4,31,141,10,0,10348,49,23,UT
Floyd ,57.95981453,2881,15548,15548,2,2,100.0,9,143,0,2,0,7,29,107,7,2,15528,51,63,VA
Somervell ,57.75005775,2763,8578,8578,1,1,100.0,5,108,0,0,0,5,48,58,2,1,8658,48,425,TX
Sussex ,57.53739931,1811,149248,149248,15,14,100.0,84,1807,5,9,22,48,416,1356,35,3,145992,34,37,NJ
Sagadahoc ,57.12164053,1198,35234,35234,9,8,100.0,20,770,0,6,6,8,142,613,15,5,35013,23,23,ME
Hancock ,57.06008866,1437,44745,9428,3,1,100.0,26,384,4,4,11,7,77,290,17,3,45566,28,45,MS
Hardin ,56.88821466,2099,32018,32018,4,4,100.0,18,829,0,4,6,8,268,550,11,5,31641,39,65,OH
Columbia ,56.861818400000004,429,129479,129479,3,3,100.0,77,2596,1,12,22,42,451,2035,110,11,135416,13,73,GA
Lawrence ,56.76084763,1065,16076,16076,3,2,100.0,9,138,0,1,0,6,56,70,12,1,15856,21,127,KY
Spencer ,56.69898509,1109,17422,17422,3,2,100.0,10,147,0,4,2,4,53,87,7,1,17637,21,215,KY
Russell ,56.33168094,1105,17655,17655,4,3,100.0,10,157,0,2,3,5,49,96,12,1,17752,21,207,KY
Powell ,56.02689291,1100,12683,12683,4,3,100.0,7,176,0,1,1,4,85,84,8,0,12494,21,197,KY
Harney ,55.97537084,2245,7425,7425,5,3,100.0,4,179,1,0,0,3,48,126,5,2,7146,41,25,OR
Bedford ,55.85392052,2860,70009,70009,2,2,100.0,39,787,1,8,2,28,231,515,41,2,69825,51,19,VA
Sarpy ,55.51257596,1747,163698,163698,6,6,100.0,94,2587,1,37,22,34,331,2046,210,12,169331,31,153,NE
Harrison ,55.43621371,839,14886,14886,2,2,90.4911,8,163,0,0,0,8,33,115,15,1,14431,19,85,IA
Copiah ,55.32312161,1429,29310,5022,3,1,100.0,16,122,1,0,1,14,50,66,6,2,28921,28,29,MS
Tillamook ,55.29881108,2261,25583,25583,6,4,100.0,14,536,0,5,2,7,137,382,17,5,25317,41,57,OR
Lafayette ,55.15719801,149,7545,2943,3,2,100.0,4,62,0,1,0,3,30,32,0,1,7252,5,73,AR
Anderson ,55.01811013,1004,21699,21699,4,2,100.0,12,167,0,3,3,6,57,97,13,1,21811,21,5,KY
Jackson ,54.83583522,3044,29242,29242,7,5,100.0,16,244,0,1,2,13,49,179,16,1,29178,54,35,WV
DeKalb ,54.51713396,1529,7839,7839,3,3,97.64,7,81,0,0,0,7,25,45,11,0,12840,29,63,MO
Grant ,54.47117567,1143,22262,21535,4,3,100.0,12,259,0,1,0,11,77,176,6,1,22030,22,43,LA
Coshocton ,54.40696409,2082,36943,36943,2,2,99.476,20,923,0,0,5,15,301,611,11,3,36760,39,31,OH
Ransom ,54.38723713,2049,5527,5527,2,2,100.0,3,62,1,0,0,2,21,35,6,0,5516,38,73,ND
Tippah ,54.33798225,1484,22191,22191,2,2,100.0,12,104,0,0,1,11,53,46,5,0,22084,28,139,MS
Dearborn ,54.10387945,719,50270,50270,5,5,92.0093,27,574,2,2,6,17,64,502,8,0,49904,18,29,IN
Hancock ,54.08328826,837,10992,8205,2,2,100.0,6,32,0,0,0,6,17,15,0,0,11094,19,81,IA
Chaffee ,54.02485143,255,18180,18180,3,3,100.0,10,273,0,2,0,8,48,221,4,1,18510,8,15,CO
Crittenden ,54.02485143,1029,9360,9360,3,2,100.0,5,105,0,1,1,3,27,73,5,0,9255,21,55,KY
Ozaukee ,53.989477799999996,3127,86701,86790,7,8,99.9231,47,906,0,1,6,40,165,727,14,1,87054,55,89,WI
Waldo ,53.92912173,1200,38774,38774,9,8,100.0,21,702,1,4,2,14,231,444,27,6,38940,23,27,ME
Oliver ,53.36179296,2045,1872,1872,1,1,100.0,1,2,0,0,0,1,0,1,1,0,1874,38,65,ND
Powhatan ,53.08043455,2920,28420,28420,2,2,100.0,15,239,0,1,2,12,67,164,8,1,28259,51,145,VA
Edwards ,53.07855626,2619,1995,1995,1,1,100.0,1,26,0,0,0,1,6,18,2,0,1884,48,137,TX
McCook ,53.05978069,2431,5619,5619,1,1,100.0,3,39,0,1,0,2,11,25,3,0,5654,46,87,SD
Taylor ,53.02539327,3072,16916,16916,6,4,100.0,9,46,0,0,2,7,14,28,4,0,16973,54,91,WV
Marinette ,52.87190579,3119,41763,41763,4,4,100.0,22,1079,1,8,10,3,462,568,49,8,41610,55,75,WI
Fillmore ,52.79577634,1349,21010,21010,1,1,100.0,11,121,0,3,1,7,42,72,7,1,20835,27,45,MN
Lamar ,52.72019183,1451,52386,57546,2,3,84.8278,31,1029,1,6,11,14,461,544,24,1,58801,28,73,MS
Knox ,52.69536808,746,38621,35690,4,3,78.3938,20,954,0,5,7,9,217,676,62,1,37954,18,83,IN
Pearl River ,52.65833818,1469,55838,13773,3,2,100.0,29,510,0,3,9,17,141,346,23,4,55072,28,109,MS
Grant ,52.5188866,1042,24879,24879,4,3,100.0,13,271,0,2,4,7,95,160,16,1,24753,21,81,KY
Clinton ,52.44963643,2080,41922,41922,5,5,99.0299,22,912,0,7,4,11,133,764,15,2,41945,39,27,OH
Cache ,52.17733451,2808,116249,116249,5,5,100.0,61,1939,0,19,4,38,374,1497,68,7,116909,49,5,UT
Plymouth ,52.0895941,871,24987,24993,2,3,100.0,13,238,2,3,0,8,52,173,13,4,24957,19,149,IA
Cass ,51.99802408,713,38950,38950,3,3,100.0,20,1266,0,7,5,8,224,986,56,2,38463,18,17,IN
Paulding ,51.93725979,2129,19419,19022,5,4,98.9398,10,182,0,3,1,6,63,120,0,1,19254,39,125,OH
Greene ,51.85930875,732,32998,30788,4,3,100.0,17,397,2,5,0,10,45,334,18,0,32781,18,55,IN
Sullivan ,51.83056118,781,21423,17186,3,2,100.0,11,333,3,1,0,7,64,252,17,0,21223,18,153,IN
George ,51.815708799999996,1434,22938,22938,2,2,100.0,12,151,2,1,1,8,41,106,4,0,23159,28,39,MS
Deuel ,51.62622612,1695,1998,1998,2,2,100.0,1,26,0,0,0,1,5,21,0,0,1937,31,49,NE
Mercer ,51.4907807,2120,40835,40835,6,6,97.8272,21,693,1,9,1,10,133,548,11,8,40784,39,107,OH
Gilliam ,51.36106831,2243,1951,1951,4,2,100.0,1,16,0,0,0,1,5,9,2,1,1947,41,21,OR
Armstrong ,51.30836326,2556,1957,1957,1,1,100.0,1,28,0,0,0,1,14,11,3,0,1949,48,11,TX
Leake ,51.30616957,1454,23623,5037,2,1,100.0,12,48,0,0,3,9,17,30,1,0,23389,28,79,MS
Lewis ,51.25576627,588,3852,3848,2,2,100.0,2,32,0,0,0,2,11,16,5,0,3902,16,61,ID
Stewart ,51.12474438,521,5973,5973,3,3,100.0,3,20,0,0,1,2,16,4,0,0,5868,13,259,GA
Steele ,51.02040816,2058,1995,1995,1,1,100.0,1,7,0,1,0,0,5,1,1,0,1960,38,91,ND
Lake of the Woods ,50.903537799999995,1365,4033,4033,1,1,100.0,2,15,0,1,0,1,7,8,0,1,3929,27,77,MN
Gosper ,50.70993915,1707,2024,2024,2,2,100.0,1,31,0,1,0,0,5,25,1,1,1972,31,73,NE
Benton ,50.5856259,802,26193,23646,3,2,100.0,13,275,0,4,0,9,156,108,11,2,25699,19,11,IA
Washington ,50.52631579,1116,11876,11876,3,2,100.0,6,66,0,1,1,3,39,21,6,1,11875,21,229,KY
Broomfield ,50.44475459,254,58145,58145,1,1,100.0,30,1218,1,7,6,16,90,1081,47,6,59471,8,14,CO
York ,50.42137866,1763,13822,13822,3,3,100.0,7,265,0,2,4,1,47,209,9,1,13883,31,185,NE
Larue ,49.77246871,1063,14351,14351,3,2,100.0,7,74,0,1,1,4,37,29,9,0,14064,21,123,KY
Isanti ,49.73301225,1356,38529,38529,2,2,100.0,19,591,0,9,0,10,90,472,29,0,38204,27,59,MN
Pittsylvania ,49.65879601,2919,63537,63537,5,5,100.0,31,643,2,6,8,15,209,383,51,6,62426,51,143,VA
Vernon ,49.45761482,3144,30031,27410,6,3,97.9779,15,269,0,5,0,10,59,200,10,1,30329,55,123,WI
Dolores ,49.28536225,264,2084,2084,1,1,100.0,1,26,0,0,0,1,15,11,0,0,2029,8,33,CO
Lincoln ,49.24086992,1070,24758,23509,5,2,100.0,12,175,1,2,4,5,55,101,19,1,24370,21,137,KY
Richardson ,49.23076923,1744,8403,4346,3,2,100.0,4,46,0,0,0,4,9,36,1,0,8125,31,147,NE
Knox ,49.17629702,1549,4134,4134,2,2,97.6274,2,39,0,0,0,2,15,24,0,2,4067,29,103,MO
Tuscarawas ,48.55835635,2145,92656,90868,12,10,91.0728,45,1008,1,8,10,25,275,685,48,5,92672,39,157,OH
Dawson ,48.48805431,435,22699,22699,1,1,100.0,11,374,0,0,2,9,69,281,24,3,22686,13,85,GA
Keokuk ,48.40739665,850,10418,10418,1,1,41.6667,5,14,0,0,0,5,7,7,0,2,10329,19,107,IA
Muhlenberg ,48.10930434,1090,31351,31351,6,4,100.0,15,200,0,5,1,9,53,125,22,3,31179,21,177,KY
Oldham ,48.10467577,1094,60733,60795,5,5,100.0,30,654,1,8,6,16,235,392,26,7,62364,21,185,KY
LaMoure ,48.00768123,2035,4199,4199,2,2,100.0,2,11,0,0,1,1,2,6,3,0,4166,38,45,ND
Williams ,48.0,2152,37595,35924,6,5,87.8394,18,599,0,7,1,10,139,432,28,5,37500,39,171,OH
Carter ,47.79060363,1023,27656,27656,5,3,100.0,13,197,0,2,3,8,78,105,13,1,27202,21,43,KY
Warren ,47.53416518,790,8457,0,2,1,100.0,4,1,0,0,0,4,0,1,0,0,8415,18,171,IN
Bracken ,47.52851711,1013,8535,7884,4,2,100.0,4,151,0,2,0,2,59,88,4,1,8416,21,23,KY
Belmont ,47.43355709,2073,70147,68967,12,10,80.1102,33,871,0,5,3,25,248,580,42,3,69571,39,13,OH
Crawford ,47.07654646,717,10691,10691,2,2,100.0,5,123,0,0,0,5,107,11,5,0,10621,18,25,IN
Carroll ,46.94835681,610,15170,13302,8,5,98.1983,7,220,0,1,0,6,45,173,2,1,14910,17,15,IL
Seward ,46.81373983,1750,16820,16820,4,4,100.0,8,145,0,4,0,4,25,110,10,0,17089,31,159,NE
Jefferson ,46.64179104,2188,6546,6546,3,3,100.0,3,51,0,0,0,3,17,25,9,0,6432,40,67,OK
Amherst ,46.61570017,2855,32522,32522,3,3,100.0,15,540,0,7,1,7,131,391,18,2,32178,51,9,VA
Greenup ,46.55111038,1046,36958,35961,10,8,98.1459,17,272,0,4,4,8,104,154,13,3,36519,21,89,KY
Lake ,46.39510068,1364,10893,10893,3,3,100.0,5,58,0,0,0,5,20,35,3,0,10777,27,75,MN
Elbert ,46.34896558,267,23495,22865,4,3,100.0,11,108,0,1,1,9,39,66,3,0,23733,8,39,CO
Magoffin ,46.33204633,1078,13249,13249,3,2,100.0,6,42,1,1,0,3,20,19,3,0,12950,21,153,KY
Menominee ,46.32846884,3121,4359,4359,1,1,100.0,2,59,0,0,0,2,31,25,3,0,4317,55,78,WI
Marion ,46.2962963,491,8839,2172,2,1,100.0,4,76,0,0,0,4,18,56,2,0,8640,13,197,GA
Llano ,46.28677227,2700,20222,19468,4,4,100.0,9,398,0,1,0,8,134,253,11,11,19444,48,299,TX
Perry ,46.01697515,766,19415,7302,4,2,100.0,9,175,2,2,0,6,35,132,8,6,19558,18,123,IN
Cedar ,45.91895305,1684,8791,8791,2,2,100.0,4,34,0,0,0,4,1,33,0,0,8711,31,27,NE
Morgan ,45.85709782,759,69682,21392,4,3,100.0,32,1360,1,5,4,22,175,1099,86,3,69782,18,109,IN
Kingfisher ,45.82351401,2191,15299,15307,3,4,100.0,7,173,0,1,0,6,33,131,9,1,15276,40,73,OK
Platte ,45.63605248,3170,8924,7742,3,2,100.0,4,89,0,1,0,3,23,61,5,0,8765,56,31,WY
Jefferson ,45.61238303,2107,68947,41171,16,7,97.31200000000001,31,314,0,3,5,23,91,212,10,2,67964,39,81,OH
Stanton ,45.57885141,989,2261,2261,1,1,75.0,1,3,0,0,0,1,1,1,0,0,2194,20,187,KS
Trimble ,45.37205082,1113,8747,8747,2,1,91.6667,4,18,0,1,0,3,6,10,1,0,8816,21,223,KY
Putnam ,45.32728969,771,38036,27688,4,2,100.0,17,225,2,5,0,10,98,111,16,0,37505,18,133,IN
Shelby ,45.21000045,689,22038,16927,5,4,100.0,10,153,0,0,0,10,46,98,9,1,22119,17,173,IL
Highland ,45.14672686,2895,2292,2292,2,2,100.0,1,5,0,0,0,1,3,2,0,0,2215,51,91,VA
Pierce ,44.93372276,2047,4475,4475,2,2,100.0,2,76,0,0,0,2,15,57,4,0,4451,38,69,ND
Jasper ,44.92497529,741,33521,5913,3,2,83.3333,15,279,1,2,0,12,47,228,4,0,33389,18,73,IN
Monroe ,44.78547756,669,33357,33322,4,4,100.0,15,253,0,8,0,7,48,203,2,0,33493,17,133,IL
Shelby ,44.71372041,777,44380,44380,3,3,100.0,20,1142,0,2,2,16,138,951,53,2,44729,18,145,IN
Kittson ,44.41483455,1361,4544,4544,2,2,100.0,2,22,0,1,0,1,6,15,1,0,4503,27,69,MN
Grant ,44.16961131,2181,4613,4613,1,1,100.0,2,54,0,0,0,2,22,28,4,0,4528,40,53,OK
Putnam ,44.00375499,2135,34292,32176,8,6,91.5338,15,179,1,6,2,6,41,125,12,0,34088,39,137,OH
Culberson ,43.91743522,2605,2419,2419,1,1,100.0,1,7,0,0,1,0,4,3,0,0,2277,48,109,TX
Ogle ,43.9056982,673,53140,43630,6,5,100.0,23,429,1,1,1,20,106,317,6,3,52385,17,141,IL
Kewaunee ,43.89173372,3112,20642,20642,4,4,100.0,9,261,1,3,0,5,30,222,9,1,20505,55,61,WI
Steuben ,43.65795448,780,34135,34135,3,3,100.0,15,1011,2,4,6,3,174,816,21,4,34358,18,151,IN
Benson ,43.62367311,2015,6877,6877,1,1,100.0,3,23,0,3,0,0,5,13,5,0,6877,38,5,ND
Lewis ,43.45936549,1069,13913,13913,3,2,100.0,6,82,0,2,0,3,43,36,3,1,13806,21,135,KY
Burke ,43.36513443,2019,2080,2080,1,1,100.0,1,26,0,0,0,1,6,15,5,0,2306,38,13,ND
Bath ,43.32755633,2859,4708,4708,3,2,100.0,2,26,1,0,1,0,7,19,0,1,4616,51,17,VA
Le Sueur ,43.14994606,1366,24786,27833,3,5,100.0,12,298,0,1,2,9,57,228,13,0,27810,27,79,MN
Hart ,43.07327841,1051,18281,18281,4,3,100.0,8,62,0,2,0,6,28,28,6,1,18573,21,99,KY
Spencer ,42.97173415,778,21027,0,2,1,100.0,9,12,5,5,0,0,2,11,0,0,20944,18,147,IN
Grand Isle ,42.93688278,2842,6926,6926,1,1,100.0,3,76,0,0,0,3,32,41,3,0,6987,50,13,VT
Miner ,42.86326618,2436,2386,2386,1,1,100.0,1,8,0,0,1,0,6,2,0,0,2333,46,97,SD
Henry ,42.81869342,737,49418,49418,3,3,100.0,21,1887,2,8,7,4,469,1344,74,1,49044,18,65,IN
Woodruff ,42.42081448,186,7256,3930,3,2,82.3494,3,71,0,1,1,0,8,61,1,2,7072,5,147,AR
McLean ,42.12299916,1076,9551,8787,4,1,100.0,4,42,0,1,0,3,21,19,2,0,9496,21,149,KY
Whitley ,42.04961855,796,33497,10565,4,3,100.0,14,201,0,2,1,11,27,163,11,0,33294,18,183,IN
Hutchinson ,41.98740378,2421,7339,7339,5,5,100.0,3,19,0,0,0,3,8,8,3,0,7145,46,67,SD
Wabasha ,41.97173903,1405,22492,21739,4,4,100.0,9,194,0,2,1,6,39,146,9,2,21443,27,157,MN
Faulk ,41.91114837,2412,2394,2394,1,1,100.0,1,2,0,0,0,1,0,2,0,0,2386,46,49,SD
Evangeline ,41.69396629,1141,34097,26642,4,3,100.0,14,481,0,4,5,5,96,384,1,0,33578,22,39,LA
Wasatch ,41.60835193,2831,24735,24747,2,3,100.0,11,219,0,1,0,10,36,176,7,0,26437,49,51,UT
Eddy ,41.59733777,2026,2435,2435,1,1,100.0,1,18,0,0,0,1,3,15,0,0,2404,38,27,ND
Lake ,41.47656574,2427,11697,6723,2,1,100.0,5,92,1,2,0,2,15,72,5,0,12055,46,79,SD
Floyd ,41.31377815,1037,39306,38691,8,4,100.0,16,211,1,3,4,8,61,135,16,1,38728,21,71,KY
Dickinson ,41.28575641,826,16965,16965,2,2,100.0,7,154,0,0,0,7,29,122,3,0,16955,19,59,IA
Putnam ,41.14606854,1888,100472,98444,13,5,100.0,41,824,0,7,8,26,187,604,33,0,99645,36,79,NY
Marion ,40.91987888,953,12602,12602,7,7,95.3784,5,99,0,0,0,5,35,56,8,0,12219,20,115,KS
Morrill ,40.74979625,1732,5033,5033,4,4,74.6871,2,56,0,0,0,2,6,47,3,0,4908,31,123,NE
Tensas ,40.74979625,1175,5096,2135,4,1,91.6667,2,24,0,0,0,2,7,16,1,0,4908,22,107,LA
Wood ,40.56301464,3153,75881,74977,4,4,100.0,30,1648,1,7,10,12,269,1335,44,0,73959,55,141,WI
Union ,40.46125835,2451,15194,11961,6,4,100.0,6,110,0,0,0,6,18,87,5,0,14829,46,127,SD
Washington ,40.22526146,601,10325,10325,2,2,100.0,4,50,0,0,0,4,19,27,4,0,9944,16,87,ID
Crawford ,40.15142824,820,17344,17344,2,2,100.0,7,50,0,0,0,7,10,37,3,0,17434,19,47,IA
Wyandot ,40.09444469,2154,22691,22691,4,4,79.7214,9,159,0,3,1,5,29,127,3,0,22447,39,175,OH
Carlisle ,39.9920016,1021,5061,5061,3,2,100.0,2,49,0,0,0,1,20,28,2,0,5001,21,39,KY
Kiowa ,39.63535474,944,2562,2562,1,1,100.0,1,34,0,0,0,1,15,15,4,0,2523,20,97,KS
Pleasants ,39.59350666,3063,7611,5750,6,3,100.0,3,403,0,0,0,3,386,16,1,0,7577,54,73,WV
Renville ,39.56217856,1391,15599,15599,2,2,100.0,6,120,0,2,0,4,31,85,4,1,15166,27,129,MN
Allen ,39.387524,1003,20191,20191,3,2,100.0,8,165,0,3,3,3,75,77,12,1,20311,21,3,KY
